municipality_with_state,municipality_name,state_abbrev,Pineapple* (ha),Acai (ha),Alfalfa (hay) (ha),Tree cotton (seed cotton) (ha),Tree cotton (seed cotton) (ton),Residue tree cotton (seed cotton) (ton),Upland cotton (seed cotton) (ha),Upland cotton (seed cotton) (ton),Residue upland cotton (seed cotton) (ton),Garlic (ha),Peanut (in shell) (ha),Rice (paddy) (ha),Rice (paddy) (ton),Residue rice (paddy) (ton),Oats (grain) (ha),Oats (grain) (ton),Residue oats (grain) (ton),Olive (ha),Banana (bunch) (ha),Sweet potato (ha),Potato (ha),Rubber (coagulated latex) (ha),Rubber (liquid latex) (ha),Cocoa (bean) (ha),Coffee (green) total (ha),Coffee (green) total (ton),Residue coffee (green) total (ton),"Coffee (Arabica, green) (ha)","Coffee (Arabica, green) (ton)","Residue coffee (Arabica, green) (ton)","Coffee (Canephora/Robusta, green) (ha)","Coffee (Canephora/Robusta, green) (ton)","Residue coffee (Canephora/Robusta, green) (ton)",Cashew (fruit) (ha),Sugarcane (ha),Forage cane (ha),Persimmon (ha),Cashew nut (ha),Onion (ha),Rye (grain) (ha),Rye (grain) (ton),Barley (grain) (ha),Barley (grain) (ton),Residue barley (grain) (ton),Tea (green leaf) (ha),Coconut (baía)* (ha),Oil palm (bunch) (ha),Yerba mate (green leaf) (ha),Pea (grain) (ha),Fava bean (grain) (ha),Beans (dry grain) (ha),Fig (ha),Tobacco (leaf) (ha),Sunflower (grain) (ha),Guava (ha),Guarana (seed) (ha),Jute (fiber) (ha),Orange (ha),Lemon (ha),Flax (seed) (ha),Apple (ha),Mallow (fiber) (ha),Papaya (ha),Castor bean (ha),Cassava (ha),Mango (ha),Passion fruit (ha),Quince (ha),Watermelon (ha),Melon (ha),Corn (grain) (ha),Corn (grain) (ton),Residue corn (grain) (ton),Walnut (dried fruit) (ha),Heart of palm (ha),Pear (ha),Peach (ha),Black pepper (ha),Ramie (fiber) (ha),Sisal or agave (fiber) (ha),Soybean (grain) (ha),Soybean (grain) (ton),Residue soybean (grain) (ton),Sorghum (grain) (ha),Tangerine (ha),Tomato (ha),Wheat (grain) (ha),Wheat (grain) (ton),Residue wheat (grain) (ton),Triticale (grain) (ha),Triticale (grain) (ton),Residue triticale (grain) (ton),Tung (dry fruit) (ha),Annatto (seed) (ha),Grapes (ha)
Jaú (SP),Jaú,SP,,,,,0.0,0.0,50.0,219.2725399,134.3044307,,210.0,10.0,69.36892176,31.55939095,,0.0,0.0,,,,,,,,580.0,1078.452,194.12136,580.0,1078.452,194.12136,,0.0,0.0,,39700.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,6.0,,,,,,240.0,1419.131367,812.5055526,,3.0,,,,,,4200.0,14386.33537,9741.971128,160.0,,,,0.0,0.0,,0.0,0.0,,,
Jeriquara (SP),Jeriquara,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,50.0,,,,4800.0,8925.12,1606.5216,4800.0,8925.12,1606.5216,,0.0,0.0,,5300.0,,,,60.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,150.0,886.9571042,507.8159703,,,,,,,,600.0,2055.190768,1391.710161,,,,,0.0,0.0,,0.0,0.0,,,
Joanópolis (SP),Joanópolis,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,43.0,,90.0,,,,15.0,27.891,5.02038,15.0,27.891,5.02038,,0.0,0.0,,,,1.0,,5.0,,0.0,,0.0,0.0,,,,,,,20.0,,,,1.0,,,3.0,5.0,,,,,,5.0,10.0,,,,,150.0,886.9571042,507.8159703,,,,,,,,,0.0,0.0,,1.0,8.0,,0.0,0.0,,0.0,0.0,,,3.0
João Ramalho (SP),João Ramalho,SP,,,,,0.0,0.0,,0.0,0.0,,2100.0,,0.0,0.0,,0.0,0.0,,,200.0,,12.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,17350.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,410.0,,,,,,120.0,709.5656834,406.2527763,,,,,,,,2000.0,6850.635893,4639.03387,,,,,0.0,0.0,,0.0,0.0,,,
José Bonifácio (SP),José Bonifácio,SP,,,,,0.0,0.0,,0.0,0.0,,5000.0,,0.0,0.0,,0.0,0.0,,50.0,,,2000.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,36000.0,,,,,,0.0,,0.0,0.0,,50.0,,,,,,,,,,,,360.0,37.0,,,,,,40.0,,,,,,900.0,5321.742625,3046.895822,,,,,,,,5000.0,17126.58973,11597.58468,10.0,15.0,,,0.0,0.0,,0.0,0.0,,,
Júlio Mesquita (SP),Júlio Mesquita,SP,,,,,0.0,0.0,,0.0,0.0,,740.0,,0.0,0.0,,0.0,0.0,,60.0,,,,,,20.0,37.188,6.69384,20.0,37.188,6.69384,,0.0,0.0,,130.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,24.0,,,714.0,,,,,,,150.0,,,,,,120.0,709.5656834,406.2527763,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Jumirim (SP),Jumirim,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,440.0,,,,,,0.0,,0.0,0.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,41.0,242.4349418,138.8030319,,,,,,,,144.0,493.2457843,334.0104387,15.0,,,,0.0,0.0,,0.0,0.0,,,
Jundiaí (SP),Jundiaí,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,40.0,,,,,,40.0,74.376,13.38768,40.0,74.376,13.38768,,0.0,0.0,,,,700.0,,,,0.0,,0.0,0.0,,,,,4.0,,6.0,,,,80.0,,,10.0,,,,,,,80.0,,40.0,,,,400.0,2365.218945,1354.175921,,,,200.0,,,,,0.0,0.0,,340.0,1.0,,0.0,0.0,,0.0,0.0,,,3000.0
Junqueirópolis (SP),Junqueirópolis,SP,,,,,0.0,0.0,,0.0,0.0,,5000.0,,0.0,0.0,,0.0,0.0,,50.0,,,680.0,,,8.0,14.8752,2.677536,8.0,14.8752,2.677536,,0.0,0.0,,23900.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,6.0,,,,5.0,,19.0,20.0,1.0,,,,100.0,591.3047361,338.5439802,,,,,,,,530.0,1815.418512,1229.343976,,,1.0,,0.0,0.0,,0.0,0.0,,180.0,8.0
Juquiá (SP),Juquiá,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,2250.0,,,12.0,,,8.0,14.8752,2.677536,8.0,14.8752,2.677536,,0.0,0.0,,,,2.0,,,,0.0,,0.0,0.0,,2.0,,,,,3.0,,,,20.0,,,,,,,,,,70.0,,8.0,,,,10.0,59.13047361,33.85439802,,1200.0,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Juquitiba (SP),Juquitiba,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Lagoinha (SP),Lagoinha,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,192.0,1135.305093,650.004442,,,,,,,,,0.0,0.0,,5.0,,,0.0,0.0,,0.0,0.0,,,
Laranjal Paulista (SP),Laranjal Paulista,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,5.0,2.0,,,,,15.0,27.891,5.02038,15.0,27.891,5.02038,,0.0,0.0,,7500.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,10.0,,2.0,,,,4100.0,24243.49418,13880.30319,,,,,,,,150.0,513.797692,347.9275403,,,2.0,,0.0,0.0,,0.0,0.0,,,
Lavínia (SP),Lavínia,SP,,,,,0.0,0.0,,0.0,0.0,,484.0,,0.0,0.0,,0.0,0.0,,,20.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,24235.0,,,,19.0,,0.0,,0.0,0.0,,,,,,,,,,,3.0,,,,10.0,,,,,,,,,,,,100.0,591.3047361,338.5439802,,,,,,,,256.0,876.8813943,593.7963354,,,,,0.0,0.0,,0.0,0.0,,,
Lavrinhas (SP),Lavrinhas,SP,,,,,0.0,0.0,,0.0,0.0,,,2.0,13.87378435,6.311878191,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,22.0,,,,,,,,,,,,,,10.0,,,,,,22.0,130.087042,74.47967565,,,,,,,,,0.0,0.0,,,3.0,,0.0,0.0,,0.0,0.0,,,
Leme (SP),Leme,SP,,,,,0.0,0.0,40.0,175.4180319,107.4435445,,,,0.0,0.0,,0.0,0.0,,48.0,,1300.0,,,,360.0,669.384,120.48912,360.0,669.384,120.48912,,0.0,0.0,,15000.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,1254.0,,,,,1.0,,15.0,,,,,,2200.0,13008.7042,7447.967565,,,,,,,,6000.0,20551.90768,13917.10161,3000.0,5.0,30.0,50.0,116.0583286,192.6568255,,0.0,0.0,,,
Lençóis Paulista (SP),Lençóis Paulista,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,520.0,966.888,174.03984,520.0,966.888,174.03984,,0.0,0.0,,33520.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,1068.0,,,,,,,,,,,,,100.0,591.3047361,338.5439802,,,,,,,,3500.0,11988.61281,8118.309273,,,,,0.0,0.0,,0.0,0.0,,,
Limeira (SP),Limeira,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,20.0,,,,,,34.0,63.2196,11.379528,34.0,63.2196,11.379528,,0.0,0.0,,12000.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,1000.0,72.0,,,,,,100.0,120.0,2.0,,,,1300.0,7686.96157,4401.071743,,,,,,,,4000.0,13701.27179,9278.067741,3000.0,117.0,,30.0,69.63499718,115.5940953,,0.0,0.0,,,7.0
Lindóia (SP),Lindóia,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,7.0,12.01046819,13.9321431,,,,,,,,140.0,260.316,46.85688,140.0,260.316,46.85688,,0.0,0.0,,17.0,,,,,,0.0,,0.0,0.0,,,,,,,6.0,,,,,,,,1.0,,,,,,,,,,,,30.0,177.3914208,101.5631941,,,,,,,,,0.0,0.0,,1.0,7.0,,0.0,0.0,,0.0,0.0,,,
Lins (SP),Lins,SP,,,,,0.0,0.0,,0.0,0.0,,570.0,,0.0,0.0,,0.0,0.0,,1.0,,,233.0,,,14.0,26.0316,4.685688,14.0,26.0316,4.685688,,0.0,0.0,,24000.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,17.0,4.0,,,,,,4.0,1.0,,,5.0,,250.0,1478.26184,846.3599506,,,,,,,,726.0,2486.780829,1683.969295,,,2.0,,0.0,0.0,,0.0,0.0,,,
Lorena (SP),Lorena,SP,,,,,0.0,0.0,,0.0,0.0,,,200.0,1387.378435,631.1878191,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,180.0,1064.348525,609.3791644,,,,,,,,40.0,137.0127179,92.78067741,,,,,0.0,0.0,,0.0,0.0,,,
Lourdes (SP),Lourdes,SP,,,,,0.0,0.0,,0.0,0.0,,330.0,,0.0,0.0,,0.0,0.0,,,,,170.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3558.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,121.0,715.4787307,409.6382161,,,,,,,,1050.0,3596.583844,2435.492782,,,,,0.0,0.0,,0.0,0.0,,,
Louveira (SP),Louveira,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,4.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,15.0,,52.0,,,,0.0,,0.0,0.0,,,,,,,2.0,6.0,,,3.0,,,,1.0,,,,,,14.0,1.0,2.0,,,,30.0,177.3914208,101.5631941,,,,2.0,,,,,0.0,0.0,,3.0,1.0,,0.0,0.0,,0.0,0.0,,,212.0
Lucélia (SP),Lucélia,SP,,,,,0.0,0.0,,0.0,0.0,,200.0,,0.0,0.0,,0.0,0.0,,2.0,,,33.0,,,78.0,145.0332,26.105976,78.0,145.0332,26.105976,,0.0,0.0,,7900.0,,1.0,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,17.0,,13.0,,,,80.0,473.0437889,270.8351842,,2.0,,,,,,300.0,1027.595384,695.8550805,,,,,0.0,0.0,,0.0,0.0,,4.0,
Lucianópolis (SP),Lucianópolis,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,72.0,,,80.0,148.752,26.77536,80.0,148.752,26.77536,,0.0,0.0,,350.0,,26.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,3600.0,,,,,,,326.0,,10.0,,330.0,,116.0,685.9134939,392.7110171,,,,,,,,1250.0,4281.647433,2899.396169,,,1.0,,0.0,0.0,,0.0,0.0,,,
Luís Antônio (SP),Luís Antônio,SP,,,,,0.0,0.0,,0.0,0.0,,1000.0,,0.0,0.0,,0.0,0.0,,,,,,,,50.0,92.97,16.7346,50.0,92.97,16.7346,,0.0,0.0,,35000.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,1800.0,,,,,,,2.0,,,,,,600.0,3547.828417,2031.263881,,,,,,,,1500.0,5137.97692,3479.275403,,,,,0.0,0.0,,0.0,0.0,,,
Luiziânia (SP),Luiziânia,SP,,,,,0.0,0.0,,0.0,0.0,,2900.0,,0.0,0.0,,0.0,0.0,,,325.0,,106.0,,,35.0,65.079,11.71422,35.0,65.079,11.71422,,0.0,0.0,,6392.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,295.6523681,169.2719901,,,,,,,,180.0,616.5572303,417.5130483,,,,,0.0,0.0,,0.0,0.0,,,
Lupércio (SP),Lupércio,SP,,,,,0.0,0.0,,0.0,0.0,,120.0,,0.0,0.0,,0.0,0.0,,,,,135.0,,,1000.0,1859.4,334.692,1000.0,1859.4,334.692,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,2.0,,,,,,,515.0,8.0,,,,,,242.0,,8.0,,50.0,,150.0,886.9571042,507.8159703,,,,,,,,1200.0,4110.381536,2783.420322,,,3.0,,0.0,0.0,,0.0,0.0,,,
Lutécia (SP),Lutécia,SP,,,,,0.0,0.0,,0.0,0.0,,3000.0,,0.0,0.0,,0.0,0.0,,,50.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,8200.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,120.0,,,,150.0,,3400.0,20104.36103,11510.49533,,,,,,,,3500.0,11988.61281,8118.309273,50.0,,,,0.0,0.0,,0.0,0.0,,,
Macatuba (SP),Macatuba,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,172.0,319.8168,57.567024,172.0,319.8168,57.567024,,0.0,0.0,,14106.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,60.0,354.7828417,203.1263881,,,,,,,,1400.0,4795.445125,3247.323709,,,,60.0,139.2699944,231.1881906,,0.0,0.0,,,
Macaubal (SP),Macaubal,SP,,,,,0.0,0.0,,0.0,0.0,,1000.0,,0.0,0.0,,0.0,0.0,,,,,817.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,7000.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,13.0,,,,,,5.0,120.0,,,,,230.0,1360.000893,778.6511545,,,,,,,,300.0,1027.595384,695.8550805,,16.0,2.0,,0.0,0.0,,0.0,0.0,,,
Macedônia (SP),Macedônia,SP,,,,,0.0,0.0,,0.0,0.0,,360.0,,0.0,0.0,,0.0,0.0,,200.0,,,640.0,,,60.0,111.564,20.08152,60.0,111.564,20.08152,,0.0,0.0,,6300.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,57.0,18.0,,,,,,,,,,,,150.0,886.9571042,507.8159703,,,,,,,,350.0,1198.861281,811.8309273,,,,,0.0,0.0,,0.0,0.0,,,
Magda (SP),Magda,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,425.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,12600.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,42.0,,,,,,,,24.0,,,,,270.0,1596.522788,914.0687466,,,,,,,,2000.0,6850.635893,4639.03387,25.0,,,,0.0,0.0,,0.0,0.0,,,
Mairinque (SP),Mairinque,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,540.0,3193.045575,1828.137493,,,,,,,,90.0,308.2786152,208.7565242,,,,90.0,208.9049915,346.7822859,,0.0,0.0,,,
Mairiporã (SP),Mairiporã,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Manduri (SP),Manduri,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,1632.0,3034.5408,546.217344,1632.0,3034.5408,546.217344,,0.0,0.0,,4000.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,612.0,,,,,,,,,10.0,,,,2800.0,16556.53261,9479.231446,,,,,,,,2210.0,7569.952662,5126.132427,900.0,,,200.0,464.2333145,770.6273021,,0.0,0.0,,,
Marabá Paulista (SP),Marabá Paulista,SP,,,,,0.0,0.0,,0.0,0.0,,1500.0,,0.0,0.0,,0.0,0.0,,1.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,14000.0,,,,,,0.0,,0.0,0.0,,7.0,,,,,,,,,4.0,,,3.0,3.0,,,,,,1060.0,,,,,,500.0,2956.523681,1692.719901,,,,,,,,1200.0,4110.381536,2783.420322,,,,,0.0,0.0,,0.0,0.0,,12.0,
Maracaí (SP),Maracaí,SP,,,,,0.0,0.0,,0.0,0.0,,,20.0,138.7378435,63.11878191,320.0,549.0499746,636.8979705,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,15382.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,26600.0,157287.0598,90052.69874,,,,,,,,26935.0,92260.93889,62476.18865,,,,50.0,116.0583286,192.6568255,,0.0,0.0,,,
Marapoama (SP),Marapoama,SP,,,,,0.0,0.0,,0.0,0.0,,200.0,,0.0,0.0,,0.0,0.0,,,,,11.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,6196.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,80.0,,,87.0,860.0,,,,,,16.0,122.0,,,,,100.0,591.3047361,338.5439802,,,,,,,,200.0,685.0635893,463.903387,,276.0,,,0.0,0.0,,0.0,0.0,,,
Mariápolis (SP),Mariápolis,SP,,,,,0.0,0.0,,0.0,0.0,,100.0,,0.0,0.0,,0.0,0.0,,20.0,100.0,,7.0,,,110.0,204.534,36.81612,110.0,204.534,36.81612,,0.0,0.0,,810.0,,,,,,0.0,,0.0,0.0,,5.0,,,,,200.0,,,,3.0,,,,,,,,,,60.0,8.0,50.0,,50.0,,100.0,591.3047361,338.5439802,,,,,,,,50.0,171.2658973,115.9758468,,,80.0,,0.0,0.0,,0.0,0.0,,5.0,
Marília (SP),Marília,SP,,,,,0.0,0.0,,0.0,0.0,,5000.0,,0.0,0.0,,0.0,0.0,,5.0,10.0,,160.0,,,800.0,1487.52,267.7536,800.0,1487.52,267.7536,,0.0,0.0,,1050.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,960.0,,,,,,,1380.0,50.0,,,50.0,,3000.0,17739.14208,10156.31941,,,,,,,,1400.0,4795.445125,3247.323709,,14.0,25.0,,0.0,0.0,,0.0,0.0,,,
Marinópolis (SP),Marinópolis,SP,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,28.0,,,55.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,350.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,198.0,215.0,,,,,,25.0,,,,,,210.0,1241.739946,710.9423585,,,,,,,,180.0,616.5572303,417.5130483,,,,,0.0,0.0,,0.0,0.0,,,37.0
Martinópolis (SP),Martinópolis,SP,,,,,0.0,0.0,1400.0,6139.631116,3760.524059,,4000.0,,0.0,0.0,,0.0,0.0,,,130.0,,466.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,37000.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3000.0,,,,100.0,,4800.0,28382.62733,16250.11105,,,,,,,,4300.0,14728.86717,9973.922821,,,,,0.0,0.0,,0.0,0.0,,100.0,
Matão (SP),Matão,SP,,,,,0.0,0.0,,0.0,0.0,,750.0,,0.0,0.0,,0.0,0.0,,,,,30.0,,,50.0,92.97,16.7346,50.0,92.97,16.7346,,0.0,0.0,,20000.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,290.0,,,4200.0,250.0,,,,,,30.0,270.0,,,,,450.0,2660.871313,1523.447911,,,,,,,,3300.0,11303.54922,7654.405886,500.0,,,,0.0,0.0,,0.0,0.0,,,
